recipe_code,source_recipe_code,recipe_name,recipe_display_name,source,status,category,meal_type,preference
ANN-000734,BFP413,MURMURA CHIKKI,Murmura chikki,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000180,ASC185,Stuffed Tinda,Stuffed round gourd (Bharwa tinde),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000099,ASC101,Dal Parantha,Dal parantha/paratha,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000977,OSR116,Spicy corn chaat,Spicy corn chaat ,open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000516,BFP047,PANEER STUFFED CHEELA,Paneer stuffed cheela/chilla,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000337,ASC348,Gulab Jamun,Gulab Jamun with khoya,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000683,BFP327,MANGO RAITA,Mango raita (Aam ka raita),bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000414,ASC432,Coconut Finger,Coconut finger,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000765,BFP460,SPICY CHUTNEY SANDWICH,Spicy chutney sandwich,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000047,ASC048,Semolina Porridge,Semolina porridge (Suji/Rava daliya),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000187,ASC193,Pea Curry,Pea curry (Matar ki sabzi),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000179,ASC184,Stuffed bhindi,Stuffed okra (Bharwa bhindi),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000142,ASC144,Idli,Idli,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000729,BFP403,PUMPKIN COCONUT BURFI,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000113,ASC115,Mixed vegetable Pulao,Mixed vegetable pulao,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000072,ASC074,Cheese Sauce,Cheese sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000670,BFP306,JELLIED SUNSHINE FRUIT SALAD,Jellied sunshine fruit salad,bfp_manual,active,salad,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000875,OSR011,Chak-hao Kheer (black rice kheer),Black rice kheer (Chak-hao kheer),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000077,ASC079,Clear Tomato Soup,Clear tomato soup (Tamatar ka soup),asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000139,ASC141,Fettuccine with spinach sauce,Fettuccine with spinach sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000156,ASC159,Whole Urad,Whole urad (Urad ki dal),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000124,ASC126,Curd Rice,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000884,OSR020,Lotus seed halwa (kamal gatta),Lotus seed halwa (Kamal gattay ka halwa),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000457,ASC476,Dalia Moong Dal Premix,Cracked wheat and green gram dal premix (Dalia moong dal premix),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000605,BFP205,MUSHROOM MATAR,Mushroom matar,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000694,BFP351,CHOCONUT ICE CREAM,Choconut ice cream,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000449,ASC468,Sprouted Moong daliya,Sprouted moong daliya ,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000069,ASC071,White sauce ( Thin),White sauce (thin),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000357,ASC368,Peanut Cutlet,Peanut cutlet (Mungfali ke cutlet),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000842,BFP571,ATTA NUTS LADOOS,Wheat flour and nuts ladoos (Atta nuts ladoos),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000192,ASC198,Pea Kofta curry,Pea kofta curry (Matar kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000308,ASC319,Triffle Pudding,Triffle pudding,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000772,BFP471,SUNSET AND SUNRISE OPEN SANDWICHES,Sunset and sunrise open sandwich,bfp_manual,active,starter,"[""snack""]",eggetarian
ANN-000751,BFP444,CORIANDER TOMATO CHUTNEY,Coriander chutney (Hare dhaniye ki chutney),bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000068,ASC070,Chicken stock,Chicken stock,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000208,ASC214,Dum Aloo,Dum aloo,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000624,BFP233,CRISPY BAKED FISH,Crispy baked fish,bfp_manual,active,snack,"[""snack""]",non_vegetarian
ANN-000221,ASC227,Roghan Josh,Roghan josh,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000228,ASC234,Mutton Do Piaza,Mutton do piaza,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000263,ASC271,Sprouted Moong Raita,Sprouted moong raita ,asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000297,ASC308,Caramel Ice Cream,Caramel ice cream,asc_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000714,BFP372,APRICOT FOOL,Apricot fool,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000518,BFP054,FRENCH OMELETTE,French omelette/omlet,bfp_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000984,OSR124,Ragi cake,Finger millet cake (Ragi cake),open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000300,ASC311,Vanilla Souffle,Vanilla souffle,asc_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000720,BFP388,CHUM CHUM,Chum chum,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-001003,OSR144,Panchmel dal,Panchmel dal,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000409,ASC427,Eggless Cake,Eggless cake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000151,ASC154,Dry Washed Urad,Dry washed urad,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000378,ASC396,Lemon Tart,Lemon tart,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000916,OSR053,Mesu pickle,Fermented bamboo shoot pickle (Mesu pickle),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000779,BFP482,CHOCOLATE PASTRY,Chocolate pastry,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000346,ASC357,Egg Pakoras,Egg pakora/pakoda (Ande ke pakode),asc_manual,active,starter,"[""snack""]",eggetarian
ANN-000233,ASC241,Tandoori Chicken,Tandoori chicken,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000511,BFP042,BREAD UPMA,Bread upma,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000636,BFP261,CABBAGE ROLLS (Dry),Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),bfp_manual,active,snack,"[""snack""]",non_vegetarian
ANN-000261,ASC269,Tomato Onion Raita,Tomato onion raita (Tamatar aur pyaaz ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000824,BFP550,SHISHU AHAR,Shishu ahar,bfp_manual,active,infant_food,"[""breakfast"", ""snack""]",vegetarian
ANN-000721,BFP389,DIL BAHAR,Dil bahar,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000545,BFP108,ONION-GREEN CHILLI PARATHA,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000253,ASC261,Mixed Vegetable salad with Curd Sauce,Mixed vegetable salad with curd sauce,asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000105,ASC107,Poories,Poori,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000065,ASC067,Khoa and coconut pancake,Khoa and coconut pancake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000423,ASC442,Chocolate Biscuit,Chocolate biscuit,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000987,OSR127,Tutti frutti cake,Tutti frutti cake,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000623,BFP232,FISH PIE,Fish pie,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000288,ASC297,Potato Halwa,Potato halwa (Aloo ka halwa),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000847,BFP577,NAMKEEN DALIYA,Namkeen daliya,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000673,BFP310,FRENCH DRESSING,French dressing,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000727,BFP397,DANEDAR BURFI,Danedar burfi,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000837,BFP565,TIL BISCUITS,Sesame biscuit (Til ke biscuit),bfp_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000046,ASC047,Cracked Wheat porridge ,Cracked wheat porridge (Meetha daliya),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000442,ASC461,Besan suji Cheela,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000620,BFP229,FISH IN COCONUT MILK,Fish in coconut milk (Nariyal ke doodh ke saath machli),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000291,ASC300,Steamed Caramel Custard,Caramel custard (steamed),asc_manual,active,beverage,"[""breakfast"", ""snack""]",eggetarian
ANN-000645,BFP274,KATHAL/JACKFRUIT (DRY),Jackfruit/Kathal (dry),bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000064,ASC066,Jam and Fruit pancake,Jam and fruit pancake,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",eggetarian
ANN-000149,ASC152,Washed Urad dal,Washed urad dal (Dhuli urad ki dal),asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000506,BFP031,POTATO CANJEE,Potato canjee (Aloo canjee),bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000782,BFP485,BLACK FOREST GATEAU,Black forest gateau,bfp_manual,active,beverage,"[""breakfast"", ""snack""]",eggetarian
ANN-000639,BFP264,MASALA ARBI,Masala arbi,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000247,ASC255,Pasta Salad,Pasta salad,asc_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000469,ASC493,Lemon squash,Lemon squash (Nimbu ka squash),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000255,ASC263,Waldroff Salad,Waldroff salad,asc_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000667,BFP302,SPRING BASKET SALAD,Spring basket salad,bfp_manual,active,salad,"[""lunch"", ""dinner""]",vegetarian
ANN-000309,ASC320,Snow Flakes Pudding,Snow flakes pudding,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000462,ASC484,Poha With Curd,Poha with curd (Poha aur dahi),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000092,ASC094,Cold cucumber soup,Cold cucumber soup (Thanda kheere ka soup),asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000759,BFP453,MAYONNAISE VEGETABLE DIP,Mayonnaise vegetable dip,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000551,BFP118,PEAS KACHORIS,Peas kachori (Matar kachori),bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000955,OSR093,Spinach and Paneer Souffle,Spinach and paneer souffle ,open_source_recipes,active,dessert,"[""anytime""]",eggetarian
ANN-000136,ASC138,Penne platter,Penne platter,asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000687,BFP336,PUMPKIN KHEER,Pumpkin kheer (Kaddu ki kheer),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000780,BFP483,ASSORTED PASTRY,Assorted pastry,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000393,ASC411,Minced Meat Patties,Minced meat patties,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000659,BFP291,CREAMED SPINACH AND MUSHROOMS,Creamed spinach and mushroom,bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000240,ASC248,Fried Fish and Chips (English Style),Fried fish and Chips (English Style) (Tali hui machli aur chips),asc_manual,active,snack,"[""snack""]",eggetarian
ANN-000894,OSR030,Kidney bean sandwich with cottage cheese,Kidney bean sandwich with cottage cheese,open_source_recipes,active,starter,"[""snack""]",vegetarian
ANN-000130,ASC132,Pasta Cheese sauce,Pasta cheese sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000953,OSR091,Green chilli raita,Green chilli raita (Hari mirch ka raita),open_source_recipes,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000861,BFP605,Cauliflower/ potato canjee,Cauliflower potato canjee,bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000012,ASC012,Summer Cooler,Summer cooler,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000230,ASC237,Shammi Kebab,Shammi kebab,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000241,ASC249,Tomato Fish,Tomato fish,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000722,BFP390,RASBHARIS,Rasbhari,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-001002,OSR143,Horsegram Dal (Kulthi Dal) ,Horsegram dal (Kulthi dal) ,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000133,ASC135,Chicken Chowmein,Chicken chowmein,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000055,ASC057,Fried Egg,Fried Egg ,asc_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000381,ASC399,Pineapple Tart,Pineapple tart,asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000717,BFP380,STEAMED CAKE WITH CHOCOLATE SAUCE,Steamed cake with chocolate sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",eggetarian
ANN-000327,ASC338,Chocolate Burfi,Chocolate burfi,asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000811,BFP532,ORANGE CHIFFON PIE,Orange chiffon pie,bfp_manual,active,bakery,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000422,ASC441,Sweet Plain Biscuit,Sweet plain biscuit,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000052,ASC054,Murmura (puffed rice),Murmura (Puffed rice),asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000121,ASC123,Vegetable Biryani,Vegetable biryani/biriyani,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000733,BFP412,TIL AND CHANNA CHIKKI,Sesame chickpeas brittle (Til aur channe ki chikki),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000716,BFP379,APPLE CRUMB PUDDING,Apple crumb pudding,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000030,ASC031,Club sandwich ,Club sandwich ,asc_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000128,ASC130,Classic italian pasta,Classic italian pasta,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000499,BFP015,(Banana) MILKSHAKE WITH ICE CREAM,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000544,BFP097,BREAD SAUCE,Bread sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000869,OSR005,Thandai,Thandai,open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000663,BFP296,SPINACH SOUFFLE,Spinach souffle ,bfp_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000147,ASC150,Makki ki roti,Makki ki roti,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000705,BFP363,RASPBERRY BAVARIAN CREAM,Raspberry bavarian cream,bfp_manual,active,dessert,"[""anytime""]",non_vegetarian
ANN-000317,ASC328,Pineapple Upside Down Pudding,Pineapple upside down pudding,asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-001008,OSR151,Jowar dosa,Jowar dosa,open_source_recipes,active,breakfast,"[""breakfast""]",vegetarian
ANN-000550,BFP117,PEAS POORIS,Peas poori (Matar ki poori),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000612,BFP216,TOMATO CHICKEN,Tomato chicken,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000368,ASC381,Paneer shaslik,Paneer shaslik/tikka,asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000512,BFP043,VEGETABLE UPMA,Vegetable upma,bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000889,OSR025,Rabri,Thickened sweetened milk (Rabri),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000680,BFP322,BATHUA RAITA,Bathua raita,bfp_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000918,OSR055,Pickled mustard greens,Pickled mustard greens ,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000627,BFP240,EGG CURRY,Egg curry (Anda curry),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000989,OSR129,Whey soup,Whey soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000262,ASC270,Peanut Raita,Peanut raita (Mungfali ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000146,ASC149,Paneer kaathi Roll,Paneer kaathi roll,asc_manual,active,snack,"[""snack""]",eggetarian
ANN-000657,BFP289,POTATO NESTS,Potato nests,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000129,ASC131,Pasta Spinach Sauce,Pasta spinach sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000957,OSR095,Chicken and Cheese Souffle,Chicken and cheese souffle,open_source_recipes,active,dessert,"[""anytime""]",non_vegetarian
ANN-000999,OSR139,Dal makhani,Dal makhani,open_source_recipes,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000652,BFP282,CAULIFLOWER BASKET,Cauliflower basket,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-001013,OSR156,Garlic chickpea soup,Garlic chickpea soup (Lahasun aur chane ka shoraba),open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000573,BFP155,SPAGHETTI BOLOGNESE,Spaghetti bolognese,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000914,OSR051,Date pickle,Date pickle (Khajoor ka achaar),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000947,OSR085,Dates Chutney,Dates chutney (Khajoor ki chutney),open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000465,ASC487,Vegetable Khichri,Vegetable khichdi/khichri,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000341,ASC352,Onion Pakora,Onion pakora/pakoda (Pyaaz ke pakode),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000066,ASC068,Brown stock,Brown stock,asc_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000002,ASC002,Instant Coffee,Instant coffee,asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000599,BFP197,MINCED MEAT BALL CURRY,Minced meat ball curry,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000941,OSR078,Roasted Cauliflower Steak,Roasted cauliflower steak,open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000896,OSR032,Buttermilk biscuits,Buttermilk biscuit,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000901,OSR037,Greenpea cookies,Greenpea cookies,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000196,ASC202,Raw Banana Kofta Curry,Raw banana kofta curry (Kela kofta curry),asc_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000760,BFP455,TOMATO AND CUCUMBER SANDWICHES,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000362,ASC375,Vegetable Burger,Vegetable burger,asc_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000269,ASC277,Boondi Raita,Boondi raita,asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000619,BFP226,FISH FINGER,Fish finger,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",eggetarian
ANN-000964,OSR102,Khakra,Khakhra,open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000862,BFP606,CREAMED SPINACH,Creamed spinach,bfp_manual,active,snack,"[""snack""]",eggetarian
ANN-000443,ASC462,Rice Moong Dal Cheela,Rice moong dal cheela (Chawal aur moong dal ka cheela),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000453,ASC472,Paushtik Roti,Paushtik roti,asc_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000044,ASC045,Classic club sandwich,Classic club sandwich,asc_manual,active,beverage,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000951,OSR089,Pomegranate raita,Pomegranate raita (Anaar ka raita),open_source_recipes,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000216,ASC222,Paneer in butter sauce,Paneer in butter sauce,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000555,BFP127,MINCED MEAT PANCAKES,Minced meat pancake (with chicken),bfp_manual,active,bakery,"[""breakfast"", ""snack""]",non_vegetarian
ANN-000834,BFP561,CHANNA DAL BURFI,Split bengal gram burfi/fudge (Channa dal burfi),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000342,ASC353,Cauliflower Pakoras,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),asc_manual,active,starter,"[""snack""]",vegetarian
ANN-000437,ASC456,Soyabean Muthias,Soyabean muthias,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000082,ASC084,Cream of spinach soup,Cream of spinach soup,asc_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000379,ASC397,Jam Tarts,Jam tart,asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000932,OSR069,Baked Eggs in Tomato Sauce,Baked eggs in tomato sauce,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",eggetarian
ANN-000777,BFP479,LEMON CURD FILLING,Lemon curd filling,bfp_manual,active,snack,"[""snack""]",eggetarian
ANN-000888,OSR024,Shrikhand,Sweetened yogurt (Shrikhand),open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000576,BFP159,SPAGHETTI WITH PANEER BALLS AND TOMATO SAUCE,Spaghetti with paneer balls and tomato sauce,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000521,BFP057,CHEESE AND MUSHROOM OMELETTE,Cheese and mushroom omelette/omlet,bfp_manual,active,breakfast,"[""breakfast""]",eggetarian
ANN-000761,BFP456,TOMATO GRILLED SANDWICHES,Tomato sandwich (grilled),bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000897,OSR033,Lemon cookies,Lemon cookies,open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000996,OSR136,Millet soup,Millet soup,open_source_recipes,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000021,ASC022,Lassi (Salted),Lassi (salted),asc_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000293,ASC302,Soft Custard (stirred),Soft Custard (stirred),asc_manual,active,dessert,"[""anytime""]",eggetarian
ANN-000853,BFP589,PLUM SQUASH,Plum squash (Aloo bukhara squash),bfp_manual,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000840,BFP569,SOYA CHIKKI,Soya chikki,bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000882,OSR018,Kiwi granola pudding,Kiwi granola pudding,open_source_recipes,active,dessert,"[""anytime""]",vegetarian
ANN-000405,ASC423,Banana Cake,Banana cake (Kele ka cake),asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000978,OSR118,Jackfruit fritters/ ponsa mulik,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),open_source_recipes,active,starter,"[""snack""]",vegetarian
ANN-000719,BFP386,GULAB JAMUN WITH MILK POWDER,Gulab jamun with milk powder,bfp_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000541,BFP091,VEG PANEER STEW,Veg paneer stew,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000960,OSR098,Green chutney,Green chutney,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000264,ASC272,Lauki Raita,Bottle gourd raita (Ghiya/Lauki ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000566,BFP147,INSTANT IDLI,Instant idli (with semolina),bfp_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000838,BFP566,FERMENTED BENGAL GRAM VADA,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",non_vegetarian
ANN-000053,ASC055,Puffed Wheat,Puffed wheat (Murmure/Moori),asc_manual,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000063,ASC065,Vegetable pancake,Vegetable pancake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000231,ASC238,Scotch Egg,Scotch egg,asc_manual,active,snack,"[""snack""]",non_vegetarian
ANN-000144,ASC147,Rava Dosa,Semolina dosa (Suji/Rava dosa),asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000602,BFP201,NARGISI KOFTA,Indian lamb and egg curry (Nargisi kofta),bfp_manual,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
